id,task_type,difficulty,question,ref_answer,prediction,strict_correct,judge_verdict,judge_reason,judge_input_truncated
TMP_050,temporal_reasoning,medium,"What key change did the SEBI (Mutual Funds) Amendment Regulations, 2012 make to the definition of 'advertisement'?",Replaced the enumeration of specific advertising media with a broader definition covering all forms of communication that may influence investment decisions of investors,"The SEBI (Mutual Funds) Amendment Regulations, 2012 broadened the definition of 'advertisement' from a list of specific media to include any form of communication by or on behalf of the asset management company/mutual fund that may influence investment decisions, effective February 21, 2012.",0,1,"The model prediction accurately reflects the key change made by SEBI (Mutual Funds) Amendment Regulations, 2012, which broadened the definition of 'advertisement' to include any form of communication ",0
TMP_051,temporal_reasoning,medium,What new asset class was added to the permissible investment universe in the 'mutual fund' definition by the SEBI (Mutual Funds) Third Amendment Regulations of December 2021?,Silver or silver related instruments,"Silver or silver-related instruments were added as a new permissible asset class, effective December 8, 2021.",1,1,"The model prediction correctly identifies silver or silver-related instruments as the new asset class added to the permissible investment universe in the 'mutual fund' definition by SEBI, effective De",0
REG_113,regulatory_interpretation,medium,"Under the Seventh Schedule of SEBI (Mutual Funds) Regulations, what is the standard investment limit for debt instruments issued by a single issuer, and under what approval can it be extended to 12% of NAV?",10% of NAV; may be extended to 12% with prior approval of both the Board of Trustees and the Board of Directors of the AMC,"The standard investment limit is 10% of the NAV, and it can be extended to 12% with the prior approval of the Board of Trustees and the Board of Directors of the asset management company.",1,1,The model prediction accurately reflects the standard investment limit and the conditions under which it can be extended as per the Seventh Schedule of SEBI (Mutual Funds) Regulations.,0
REG_114,regulatory_interpretation,medium,What two categories of securities of associate or group companies of the sponsor are absolutely prohibited for mutual fund investment under the Seventh Schedule?,Unlisted securities of an associate or group company of the sponsor; and securities issued by private placement by an associate or group company of the sponsor,"The two categories of securities that are absolutely prohibited for mutual fund investment are:

1. Unlisted securities of an associate or group company of the sponsor.
2. Securities issued by way of private placement by an associate or group company of the sponsor.

Answer: (a) unlisted securities ",1,1,The model prediction correctly identifies the two categories of prohibited securities for mutual fund investment as per the Seventh Schedule.,0
REG_115,regulatory_interpretation,easy,What is the maximum investment a mutual fund scheme may make in listed securities of group companies of the sponsor?,25 per cent of the net assets (with exceptions for equity oriented ETFs and index funds),"The maximum investment a mutual fund scheme may make in listed securities of the sponsor's group companies is 25% of the net assets, except for equity-oriented ETFs and index funds, which are exempt under specified conditions. 

Answer: 25% of the net assets, except for equity-oriented exchange trad",1,1,"The model prediction correctly states the maximum investment limit as 25% of the net assets, with the exception for equity-oriented ETFs and index funds.",0
REG_116,regulatory_interpretation,easy,"What is the maximum combined ownership stake that all schemes of a mutual fund may hold in any single company, in terms of paid-up capital carrying voting rights?",Not more than ten per cent of any company's paid up capital carrying voting rights,"The maximum combined ownership stake that all schemes of a mutual fund may hold in any single company, in terms of paid-up capital carrying voting rights, is 10%. 

Answer: 10%",1,1,"The model prediction correctly states the maximum combined ownership stake as 10%, which matches the reference answer.",0
REG_117,regulatory_interpretation,easy,On what price basis must inter-scheme transfers of quoted securities between schemes of the same mutual fund be conducted?,At the prevailing market price for quoted instruments on spot basis,The transfers must be conducted at the prevailing market price on a spot basis.,1,1,"The model prediction correctly states that inter-scheme transfers must be conducted at the prevailing market price on a spot basis, which aligns with the reference answer.",0
REG_118,regulatory_interpretation,medium,What is the maximum aggregate inter-scheme investment that all schemes under one AMC's management may collectively make in other mutual funds?,5 per cent of the net asset value of the mutual fund (this restriction does not apply to fund of funds schemes),The maximum aggregate inter-scheme investment that all schemes under one AMC's management may collectively make in other mutual funds is 5% of the net asset value of the mutual fund.,1,1,The model prediction correctly states the maximum aggregate inter-scheme investment as 5% of the net asset value of the mutual fund.,0
REG_119,regulatory_interpretation,medium,"Under the Seventh Schedule, what is the maximum investment a mutual fund scheme may make in equity shares and equity related instruments of any single entity, and which types of schemes are exempt from this limit?","10 per cent of NAV; index funds, exchange traded funds, and sector or industry specific schemes are exempt","The maximum investment is 10% of the mutual fund's NAV in equity shares or related instruments of any single entity. Exemptions apply to index funds, ETFs, and sector or industry-specific schemes. 

Answer: The maximum investment is 10% of the mutual fund's NAV. Exempt schemes include index funds, E",1,1,The model prediction correctly states the maximum investment limit and the exempt schemes as per the Seventh Schedule.,0
REG_120,regulatory_interpretation,medium,"For what purpose may a mutual fund borrow under SEBI (Mutual Funds) Regulations, and what are the two quantitative limits on such borrowing?","To meet temporary liquidity needs for repurchase, redemption or payment of interest or dividend; borrowing shall not exceed 20 per cent of the net assets of the scheme; duration shall not exceed six months","The mutual fund may borrow to meet temporary liquidity needs for repurchase, redemption of units, or payment of interest or dividend to unitholders. The quantitative limits are that borrowing must not exceed 20% of the net asset of the scheme and the duration must not exceed six months.",1,1,The model prediction accurately reflects the purpose and quantitative limits of borrowing under SEBI (Mutual Funds) Regulations.,0
REG_121,regulatory_interpretation,easy,May a fund of funds scheme invest in another fund of funds scheme under SEBI (Mutual Funds) Regulations?,No. A fund of funds scheme shall not invest in any other fund of funds scheme.,"No, a fund of funds scheme cannot invest in another fund of funds scheme under the SEBI (Mutual Funds) Regulations.",0,1,The model prediction correctly states that a fund of funds scheme cannot invest in another fund of funds scheme under SEBI (Mutual Funds) Regulations.,0
REG_122,regulatory_interpretation,medium,What are the NAV-based investment limits for a mutual fund scheme in InvIT units — both the overall cap and the cap for units issued by a single InvIT issuer?,Not more than 10% of NAV overall; not more than 5% of NAV in units of a single InvIT issuer,"The NAV-based investment limits for a mutual fund scheme in InvIT units are as follows: the overall cap is 10% of the NAV, and the cap for units issued by a single InvIT issuer is 5% of the NAV.",1,1,The model prediction accurately reflects the reference answer's investment limits for mutual fund schemes in InvIT units.,0
